fighter1,fighter2,event,fight_outcome,origin_fight_url,fighter1_Weight,fighter1_Reach,fighter1_Stance,fighter1_SLpM,fighter1_StrAcc,fighter1_SApM,fighter1_StrDef,fighter1_TDAvg,fighter1_TDAcc,fighter1_TDDef,fighter1_SubAvg,fighter2_Weight,fighter2_Reach,fighter2_Stance,fighter2_SLpM,fighter2_StrAcc,fighter2_SApM,fighter2_StrDef,fighter2_TDAvg,fighter2_TDAcc,fighter2_TDDef,fighter2_SubAvg,fighter1_Wins,fighter1_Losses,fighter1_Draws,fighter2_Wins,fighter2_Losses,fighter2_Draws,fighter1_Height_in,fighter2_Height_in,fighter1_Age,fighter2_Age
Alonzo Menifield,Devin Clark,UFC 250: Nunes vs. Spencer,fighter2,http://ufcstats.com/fight-details/5fdf6611815efdfb,205.0,76,Orthodox,4.0,55,3.92,49,0.56,31,78,0.2,205.0,75,Orthodox,3.03,54,3.24,44,2.17,32,58,0.1,16,5,1,14,9,0,72.0,72.0,37.0,34.0
Ian Heinisch,Gerald Meerschaert,UFC 250: Nunes vs. Spencer,fighter1,http://ufcstats.com/fight-details/6fe8bce03a46350b,185.0,72,Orthodox,3.25,50,2.98,59,1.02,17,59,0.7,185.0,77,Southpaw,3.1,45,3.45,53,2.01,35,42,1.5,14,5,0,37,18,0,71.0,73.0,36.0,37.0
Charles Byrd,Maki Pitolo,UFC 250: Nunes vs. Spencer,fighter2,http://ufcstats.com/fight-details/1c7ea3928c7d0ad8,185.0,73,Orthodox,3.43,55,2.63,55,2.5,50,40,1.5,185.0,75,Orthodox,4.1,44,3.93,55,2.24,52,50,0.8,10,7,0,13,9,0,70.0,70.0,41.0,34.0
Jessica Eye,Cynthia Calvillo,UFC Fight Night: Eye vs. Calvillo,fighter2,http://ufcstats.com/fight-details/b8b692aa2aae3310,125.0,66,Orthodox,3.86,37,4.19,55,0.58,40,57,0.5,115.0,64,Orthodox,4.41,38,4.12,64,1.8,44,77,0.8,15,11,0,9,6,1,66.0,64.0,38.0,37.0
Jussier Formiga,Alex Perez,UFC 250: Nunes vs. Spencer,fighter2,http://ufcstats.com/fight-details/de4c4997f1429dd1,125.0,67,Orthodox,1.42,39,2.34,64,1.82,35,87,0.6,125.0,65,Orthodox,4.19,46,3.2,58,2.04,46,77,0.8,23,8,0,25,9,0,65.0,66.0,39.0,33.0
Alex Caceres,Chase Hooper,UFC 250: Nunes vs. Spencer,fighter1,http://ufcstats.com/fight-details/f2cd665eab69876a,145.0,73,Southpaw,4.21,49,3.09,62,0.54,68,64,0.7,155.0,74,Southpaw,4.97,52,3.26,37,1.83,27,57,2.4,21,15,0,15,3,1,70.0,73.0,36.0,25.0
Eddie Wineland,Sean O'Malley,UFC 250: Nunes vs. Spencer,fighter2,http://ufcstats.com/fight-details/58584ccd0f63e3f3,135.0,69,Orthodox,3.4,29,3.76,68,0.34,33,86,0.1,135.0,72,Switch,6.7,61,3.48,60,0.29,42,61,0.3,24,16,1,18,2,0,67.0,71.0,40.0,30.0
Amanda Nunes,Felicia Spencer,UFC 250: Nunes vs. Spencer,fighter1,http://ufcstats.com/fight-details/dc38c78358e053c3,135.0,69,Orthodox,4.55,51,2.62,57,2.73,54,82,0.7,145.0,68,Orthodox,3.21,48,4.54,45,1.18,18,27,0.2,23,5,0,9,3,0,68.0,66.0,36.0,34.0
Raphael Assuncao,Cody Garbrandt,UFC 250: Nunes vs. Spencer,fighter2,http://ufcstats.com/fight-details/0ddf834a47533d15,135.0,66,Orthodox,3.22,42,2.5,66,1.65,39,78,0.2,135.0,65,Orthodox,2.98,40,3.76,60,1.03,34,80,0.0,28,10,0,14,6,0,65.0,68.0,42.0,33.0
Neil Magny,Anthony Rocco Martin,UFC 250: Nunes vs. Spencer,fighter1,http://ufcstats.com/fight-details/8bede5047e97d602,170.0,80,Orthodox,3.43,46,2.48,51,2.12,38,53,0.2,170.0,73,Orthodox,2.68,37,2.59,58,0.71,27,68,1.0,29,14,0,17,6,0,75.0,72.0,37.0,35.0
Aljamain Sterling,Cory Sandhagen,UFC 250: Nunes vs. Spencer,fighter1,http://ufcstats.com/fight-details/c03b6b6ce5d03276,145.0,71,Orthodox,4.41,52,2.21,58,2.51,29,42,0.7,135.0,70,Switch,5.02,44,3.46,56,1.19,32,63,0.3,24,5,0,17,5,0,67.0,71.0,35.0,32.0
Casey Kenney,Alatengheili,UFC Fight Night: Holm vs. Aldana,fighter1,http://ufcstats.com/fight-details/ac6b2a5f24c2b8bd,135.0,68,Southpaw,4.85,42,4.67,58,1.09,35,61,0.4,135.0,66,Orthodox,2.64,32,4.67,57,1.99,45,75,0.0,16,4,1,17,9,2,67.0,65.0,34.0,33.0
Loma Lookboonmee,Jinh Yu Frey,UFC Fight Night: Holm vs. Aldana,fighter1,http://ufcstats.com/fight-details/87105c63df95f929,115.0,61,Orthodox,4.1,57,2.48,53,1.9,50,72,0.1,115.0,65,Southpaw,2.97,43,4.23,52,1.02,36,90,0.3,9,3,0,11,10,0,61.0,63.0,29.0,39.0
Luigi Vendramini,Jessin Ayari,UFC Fight Night: Holm vs. Aldana,fighter1,http://ufcstats.com/fight-details/d866afa89d62a4ae,155.0,73,Orthodox,2.82,40,3.82,57,1.11,15,100,0.6,155.0,73,Orthodox,3.53,37,3.59,58,0.0,0,50,0.3,9,3,0,16,6,0,68.0,72.0,29.0,32.0
Khadis Ibragimov,Danilo Marques,UFC 253: Adesanya vs. Costa,fighter2,http://ufcstats.com/fight-details/e10481ee3fda7080,205.0,78,Orthodox,3.55,49,4.26,47,0.97,30,80,0.3,205.0,77,Orthodox,1.44,79,2.52,52,3.93,28,0,0.8,8,4,0,11,4,0,75.0,78.0,29.0,39.0
Juan Espino,Jeff Hughes,UFC 253: Adesanya vs. Costa,fighter1,http://ufcstats.com/fight-details/8e7b2d62f834b417,255.0,80,Orthodox,2.38,70,1.95,40,8.93,78,50,2.4,250.0,77,Orthodox,3.95,51,3.67,60,0.71,50,45,0.0,11,2,0,10,4,0,75.0,74.0,44.0,36.0
Jordan Williams,Nassourdine Imavov,UFC Fight Night: Holm vs. Aldana,fighter2,http://ufcstats.com/fight-details/15a422574c3b89e1,185.0,75,Southpaw,5.83,50,5.46,35,1.11,50,85,0.0,185.0,75,Orthodox,4.45,55,3.26,58,0.85,32,78,1.1,9,6,0,16,4,0,73.0,75.0,34.0,30.0
Gadzhimurad Antigulov,Maxim Grishin,UFC Fight Night: Ortega vs. The Korean Zombie,fighter2,http://ufcstats.com/fight-details/b3e12698e65cf8d0,205.0,70,Orthodox,2.08,55,4.21,40,5.08,36,0,1.4,205.0,78,Orthodox,3.26,52,2.27,58,0.21,16,66,0.0,20,8,0,32,10,2,71.0,75.0,38.0,40.0
Said Nurmagomedov,Mark Striegl,UFC Fight Night: Ortega vs. The Korean Zombie,fighter1,http://ufcstats.com/fight-details/024a04f78b37b7d9,135.0,70,Orthodox,3.38,47,2.25,56,1.01,15,62,1.2,145.0,70,Southpaw,1.4,45,4.07,40,0.0,0,66,0.0,18,4,0,18,4,0,68.0,68.0,32.0,36.0
Gustavo Lopez,Anthony Birchak,UFC Fight Night: Santos vs. Teixeira,fighter1,http://ufcstats.com/fight-details/cb720b01fd6f9785,135.0,67,Orthodox,2.48,40,3.87,57,1.74,41,31,0.7,135.0,69,Orthodox,3.93,36,3.67,56,0.48,14,61,0.5,12,6,1,16,8,0,65.0,68.0,35.0,38.0
Miles Johns,Kevin Natividad,UFC Fight Night: Hall vs. Silva,fighter1,http://ufcstats.com/fight-details/7e6f12a95c14f9de,145.0,66,Orthodox,3.16,44,2.65,67,0.92,20,81,0.0,135.0,70,Orthodox,2.68,34,4.29,47,3.66,50,83,0.0,15,3,0,9,4,0,67.0,66.0,30.0,31.0
Luke Sanders,Nate Maness,UFC Fight Night: Smith vs. Clark,fighter2,http://ufcstats.com/fight-details/e64d80dcc6853ea0,135.0,67,Southpaw,6.61,52,4.37,50,0.71,30,72,0.2,125.0,72,Orthodox,3.14,50,3.88,42,0.68,75,80,0.7,13,5,0,16,3,0,66.0,70.0,39.0,33.0
Tracy Cortez,Stephanie Egger,UFC Fight Night: Moraes vs. Sandhagen,fighter1,http://ufcstats.com/fight-details/849cc2c331e9b24f,125.0,65,Orthodox,3.72,47,3.02,57,2.09,45,62,0.3,135.0,68,Orthodox,2.2,46,2.48,52,2.48,42,50,0.6,11,2,0,8,5,0,65.0,66.0,31.0,36.0
Bruno Silva,Tagir Ulanbekov,UFC Fight Night: Moraes vs. Sandhagen,fighter2,http://ufcstats.com/fight-details/dbb5d682a2d7f584,125.0,65,Orthodox,3.54,49,4.08,52,1.92,25,60,0.2,125.0,70,Southpaw,3.13,47,3.2,49,3.56,47,63,1.7,14,6,2,16,2,0,64.0,67.0,35.0,33.0
Gina Mazany,Rachael Ostovich,UFC Fight Night: Smith vs. Clark,fighter1,http://ufcstats.com/fight-details/711f00d287344c77,125.0,68,Southpaw,3.73,50,3.52,50,4.34,52,33,0.2,125.0,62,Orthodox,2.54,43,3.97,57,2.03,83,66,0.8,7,6,0,4,6,0,66.0,63.0,36.0,34.0
Sumudaerji,Malcolm Gordon,UFC Fight Night: Smith vs. Clark,fighter1,http://ufcstats.com/fight-details/8868957c1735bcf0,125.0,72,Southpaw,4.72,53,3.09,60,0.23,25,66,0.9,125.0,71,Switch,2.5,45,2.0,43,1.72,35,26,1.0,16,7,0,14,8,0,68.0,67.0,29.0,34.0
Chase Hooper,Peter Barrett,UFC 256: Figueiredo vs. Moreno,fighter1,http://ufcstats.com/fight-details/33d52ac2d70b8415,155.0,74,Southpaw,4.97,52,3.26,37,1.83,27,57,2.4,145.0,73,Southpaw,4.18,61,4.32,42,1.39,22,66,0.0,15,3,1,11,5,0,73.0,70.0,25.0,38.0
Gavin Tucker,Billy Quarantillo,UFC 256: Figueiredo vs. Moreno,fighter1,http://ufcstats.com/fight-details/87d0b767742d3239,145.0,66,Southpaw,4.29,44,4.18,57,3.13,44,53,1.5,145.0,70,Orthodox,7.44,54,5.83,42,1.47,24,61,1.0,13,3,0,18,7,0,66.0,70.0,38.0,36.0
Mackenzie Dern,Virna Jandiroba,UFC 256: Figueiredo vs. Moreno,fighter1,http://ufcstats.com/fight-details/27200d53ba9020b8,115.0,63,Orthodox,3.31,40,3.9,52,0.89,17,25,1.2,115.0,64,Orthodox,2.12,38,2.73,57,2.29,34,73,1.7,15,5,0,21,3,0,64.0,63.0,32.0,36.0
Tecia Pennington,Sam Hughes,UFC 256: Figueiredo vs. Moreno,fighter1,http://ufcstats.com/fight-details/5ddf45e816a50fac,115.0,60,Orthodox,4.82,47,3.53,61,0.57,14,63,0.1,115.0,64,Orthodox,4.33,46,4.46,56,0.85,30,60,0.0,14,7,0,9,6,0,61.0,65.0,35.0,32.0
Renato Moicano,Rafael Fiziev,UFC 256: Figueiredo vs. Moreno,fighter2,http://ufcstats.com/fight-details/cb7616f92a9a4e5b,155.0,72,Orthodox,4.36,48,3.55,60,1.82,44,71,0.6,155.0,71,Switch,4.9,51,4.97,49,0.29,40,89,0.0,20,6,1,12,3,0,71.0,68.0,35.0,32.0
Louis Cosce,Sasha Palatnikov,UFC 255: Figueiredo vs. Perez,fighter2,http://ufcstats.com/fight-details/91afc389191d41fb,170.0,71,Orthodox,4.31,45,5.35,47,1.04,20,50,0.5,170.0,72,Switch,6.69,53,5.44,52,0.72,100,70,0.0,7,2,0,6,4,0,69.0,73.0,29.0,36.0
Tony Ferguson,Charles Oliveira,UFC 256: Figueiredo vs. Moreno,fighter2,http://ufcstats.com/fight-details/b7b867eb3c3cf163,170.0,76,Orthodox,4.91,45,4.37,55,0.39,35,66,0.9,155.0,74,Orthodox,3.4,55,3.21,49,2.25,40,56,2.7,26,11,0,35,10,0,71.0,70.0,41.0,35.0
Kevin Holland,Jacare Souza,UFC 256: Figueiredo vs. Moreno,fighter1,http://ufcstats.com/fight-details/4a172a5191cb8e60,170.0,81,Orthodox,4.22,49,3.22,50,0.82,38,53,0.6,185.0,72,Orthodox,2.53,47,2.83,62,2.57,39,57,1.3,26,13,0,26,10,0,75.0,73.0,32.0,45.0
Junior Dos Santos,Ciryl Gane,UFC 256: Figueiredo vs. Moreno,fighter2,http://ufcstats.com/fight-details/fe3ff5b1d9135add,238.0,77,Orthodox,4.49,47,3.33,56,0.3,50,81,0.1,245.0,81,Orthodox,5.26,61,2.23,61,0.7,25,43,0.6,21,9,0,13,2,0,76.0,76.0,41.0,34.0
Cub Swanson,Daniel Pineda,UFC 256: Figueiredo vs. Moreno,fighter1,http://ufcstats.com/fight-details/022bdd58cc6e571d,145.0,70,Orthodox,4.79,51,4.0,59,1.01,50,63,0.4,145.0,69,Orthodox,2.85,49,3.26,45,1.42,24,54,1.5,30,14,0,28,17,0,68.0,67.0,41.0,39.0
Gian Villante,Jake Collier,UFC Fight Night: Hermansson vs. Vettori,fighter2,http://ufcstats.com/fight-details/c4d1c4b82cf34afb,230.0,76,Orthodox,4.38,44,5.47,55,0.45,23,83,0.0,230.0,78,Orthodox,5.8,44,5.08,50,0.71,33,67,0.6,17,14,0,13,10,0,75.0,75.0,39.0,36.0
Ilia Topuria,Damon Jackson,UFC Fight Night: Hermansson vs. Vettori,fighter1,http://ufcstats.com/fight-details/b1be8b41b1a4fd85,145.0,69,Orthodox,4.69,47,3.84,64,2.02,61,92,1.1,155.0,71,Switch,2.96,42,3.47,49,2.3,32,37,1.2,16,0,0,23,8,1,67.0,71.0,28.0,36.0
Roman Dolidze,John Allan,UFC Fight Night: Hermansson vs. Vettori,fighter1,http://ufcstats.com/fight-details/4478ee77a647ae9d,185.0,76,Orthodox,3.16,42,3.38,50,1.33,42,33,1.1,205.0,75,Orthodox,3.56,42,5.74,52,1.4,71,50,0.8,14,3,0,13,7,0,74.0,73.0,36.0,32.0
Louis Smolka,Jose Quinonez,UFC Fight Night: Hermansson vs. Vettori,fighter1,http://ufcstats.com/fight-details/771d8ce136a12a13,135.0,68,Orthodox,4.67,47,4.11,53,1.69,35,32,1.8,135.0,69,Southpaw,3.6,45,3.0,64,2.7,47,42,0.6,17,9,0,9,5,0,69.0,68.0,33.0,34.0
Matt Wiman,Jordan Leavitt,UFC Fight Night: Hermansson vs. Vettori,fighter2,http://ufcstats.com/fight-details/856fab879c68ded7,155.0,68,Orthodox,3.17,50,3.57,51,2.13,37,56,1.5,155.0,71,Southpaw,2.55,61,1.84,57,2.19,25,30,1.1,16,10,0,11,3,0,70.0,69.0,41.0,29.0
